,text,class
2055,"In Kolkata, many joints you will find interesting foods with good taste and exceptional decoration. we all know that like every week there is a restaurant is opening in Kolkata. not only the small food joints, as well as numerous numbers of restaurants different part of the city. “The Kitchen” which is a hidden gem in the city of joy, known for their specialty and always come up with their innovative items in the food industry. a cozy and well-decorated place located in Kake Town area which serves authentic dishes of Asian, North Indian as well Continental cuisine. a place with a huge capacity of seating, great service, and lip-smacking food.
                                                ...Read full post on isnehasis.wordpress.com",positive
7981,If someone wants to spend a quality of time with friends or with family I think this place is the right place in Kolkata. The food items are all value for money and the quality is 👍Fantastic ambience and they know how to retain a customer. This is the 3 rd time I have done my dinner here and the behaviour that I get from them is fantastic for every time. Hats off. I am giving you a 5*,positive
9990,"This is one of my favorite go to places whenever I feel like dining out. Their sweet corn soup, Malai kebab, gravy noodles , chilli chicken everything is so yummy and good. The ambience is great, the service is great. The only thing I don't like is their lime soda. Everything else is perfect.",positive
10675,good,positive
10958,good,negative
10853,Loved the buffet! Service was well and staff was courteous. Ambience is good. I wish there would have been more options in the dessert menu and the starters were served at the table itself.,positive
5165,"Loved this place to the core..the ambience is one of a kind.Perfect place for that special day! 

The staff was extremely helpful..made a prebooking for some flowers and candles arrangement and it was just as i wanted it.
Had bhetki starter and then tiger prawns and a duck steak and some red wine!The cake they hd arranged was awesome too.
Big thank you to the whole team!",positive
7699,"Good Interior. Food was above average. Had ordered Palak Paneer, Tandoori Roti and The Great Grand Monte Carlo. Roti and Palak Paneer were really good but not happy with the dessert. The restaurant can upgrade the ambience  with some good music.",negative
4275,"Only place in kolkata where i have always found the best porkchops. They have two sizes. One regular and the other jumbo. The jumbo-sized ones are best for two person. Besides the quantity their quality is always the best. The mashed potatoes on the side and the vegetables sautéed in butter compliments the meat. While i was here i also ordered the cucumber delight. Its a very refreshing drink, specially in the summers. Another time i was here, i also ordered the bacon-wrapped chicken. The chicken was soft and the sauce they serve with it,takes the dish to a whole new level. The staff was courteous and helpful. The ambience deserves a special mention. They have different light setup which can change the ambience of the whole cafe in an instant. From party floor to just a cafe, they have it all. Besides the walls are beautifully decorated with paintings and musical instruments.",positive
10317,We ordered mutton pulao combo...nd it ws like home made mutton...soo tasty....so nice.also liked their packaging....a big thumbs up for the food...,positive
11225,very bad service,negative
9996,"Calm friendly place in Southern Avenue near Vivekananda park! Nice cozy interiors with shallow lights and joyful people to serve you your dinner! Yes we went for a family dinner! And guess what was the best part? Its purely vegetarian restaurant with separate Jain menu to top the cake with!
To start with we had starters
~Chatpata corn cheese nachos, as they call it!
~Steam veg momos
Main course
~Veg Hakka Noodles
~Chilly Manchurian
~Quesadilla
Dessert
~Blueberry cheesecake
~Brownie with ice cream, PS i forgot to take the pic of this😅 I was so engrossed into eating!!
Do take a look at the mouthwatering delicacies!

So the taste buds did have a great time! While the pocket felt it a little too harsh! It was not only the taste which did not make it value for money, it was the portion size which was also the cause of it!",positive
9856,"If you are a low budget foodie, this place is heaven for you , aweseome food quality at very low price. Chese garlic bread is the speciality there 😉",positive
11057,Quality food at moderate rate. Cosy . Visible kitchen ensures hygiene. Quantity is also very good. The road infront needs immediate repair. Taste is great.,positive
3950,"Ordered food online like a 10 times, awesome chilli garlic noodles and schezwan noodles (quite spicy). Won't recommend to try the ching chang noodles its horrible and the chilli paneer. Though the Manchurian is good. Best pocket friendly place when you are broke and badly want to have noodles.",positive
660,"A visit during the Durga Puja was not a good experience. A downgrade in quality and quantity of the food during Durga Puja is a common phenomenon overall in Kolkata. 

This place had a further downgrade in staff quality too. Chaos prevailed with staff not competent enough.

Service was prompt. Food was not good. 

Starters: Chicken Tandoori - pieces were not soft. Tasted average.

Mains: Mutton Biriyani - Mutton Pieces were very hard. Taste of the Biriyani was better than the Mutton itself.

Chicken Bharta - Nothing extraordinary.


Overall not recommended.",negative
5305,"One of the best places in the city for south indian cuisine. Extremely polite staff and nice seating as well. The food is absolutely delicious. The dosas are enough to fill one person sufficiently, with amazing sambar and three types of chutneys. The filter coffee is just like the ones served in kerala. The food will make you keep coming back for more!",positive
